assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
k141_28590	1336	1	ASV102.10	1336		0	1000	false	true
k141_28592	1090	1	ASV102.10	1064		0	1000	false	true
k141_28594	1344	1	ASV300.8	1344		0	1000	false	true
k141_28595	6813	1	ASV387.0	6813		0	1000	false	true
k141_28601	1740	1	ASV300.8	1740		0	1000	false	true
k141_28603	1183	1	ASV399.6	1183		0	1000	false	true
k141_28607	2074	1	ASV300.8	2074		0	1000	false	true
k141_28610	3453	1	ASV387.0	3453		0	1000	false	true
k141_28616	3029	1	ASV300.8	3029		0	1000	false	true
k141_28618	3835	1	ASV300.8	3835		0	1000	false	true
k141_28620	1724	2	ASV153.8	1724	ASV102.10	1724	1000	true	true
k141_28628	1394	1	ASV387.0	1394		0	1000	false	true
k141_2863	1180	2	ASV486.6	1180	ASV476.8	1180	1000	true	true
k141_28632	1327	1	ASV507.11	1326		0	1000	false	true
k141_28633	1588	2	ASV486.6	1588	ASV476.8	1588	1000	true	true
k141_28636	1652	1	ASV487.10	1652		0	1000	false	true
k141_28637	1282	1	ASV399.6	1282		0	1000	false	true
k141_28638	1230	1	ASV579.0	1230		0	1000	false	true
k141_2864	5124	2	ASV153.8	5124	ASV102.10	5124	1000	true	true
k141_28640	1116	2	vASV44.0	1064	vASV26.0	829	1000	false	true
k141_28646	4519	2	ASV102.10	4519	ASV153.8	4512	1000	true	true
k141_28647	2341	1	ASV487.10	2337		0	1000	false	true
k141_28648	6496	1	ASV387.0	6496		0	1000	false	true
k141_28651	1401	3	vASV98.0	1401	vASV57.0	1401	1000	true	true
k141_28653	1648	1	ASV387.0	1648		0	1000	false	true
k141_28655	2597	1	ASV476.8	2597		0	1000	false	true
k141_28656	6593	1	ASV487.10	6593		0	1000	false	true
k141_28658	1171	1	ASV300.8	1171		0	1000	false	true
k141_28661	1375	1	ASV579.0	1375		0	1000	false	true
k141_28671	1279	2	ASV486.6	1279	ASV476.8	1279	1000	true	true
k141_28676	2129	1	ASV300.8	2129		0	1000	false	true
k141_28678	5183	2	ASV153.8	5183	ASV102.10	5183	1000	true	true
k141_28680	1598	1	ASV102.10	1598		0	1000	false	true
k141_28685	2530	1	ASV102.10	2530		0	1000	false	true
k141_28687	1351	2	ASV153.8	1351	ASV102.10	1351	1000	true	true
k141_28690	1553	1	ASV487.10	1553		0	1000	false	true
k141_28698	1508	1	ASV102.10	1508		0	1000	false	true
k141_2870	2204	2	ASV102.10	2204	ASV153.8	2198	1000	true	true
k141_28703	1067	2	ASV486.6	1067	ASV476.8	1067	1000	true	true
k141_28710	1579	2	ASV486.6	1579	ASV476.8	1579	1000	true	true
k141_28711	1131	1	ASV300.8	1131		0	1000	false	true
k141_28717	1030	1	ASV102.10	1030		0	1000	false	true
k141_28723	1488	1	ASV300.8	1488		0	1000	false	true
k141_28729	1047	1	ASV300.8	1047		0	1000	false	true
k141_2873	1089	1	ASV579.0	1089		0	1000	false	true
k141_28732	2194	2	ASV153.8	2194	ASV102.10	2194	1000	true	true
k141_28733	3234	2	ASV399.6	1668	ASV551.0	566	1000	false	true
k141_28736	1727	1	ASV102.10	1727		0	1000	false	true
k141_28741	3697	1	ASV387.0	3697		0	1000	false	true
k141_28742	1125	1	vASV60.0	1125		0	1000	false	true
k141_28743	4832	1	ASV387.0	4823		0	1000	false	true
k141_28745	1005	1	ASV406.4	1005		0	1000	false	true
k141_28748	1500	1	ASV476.8	1494		0	1000	false	true
k141_28749	1152	1	ASV476.8	1152		0	1000	false	true
k141_28752	5966	1	ASV487.10	5966		0	1000	false	true
k141_28758	1483	1	ASV300.8	1483		0	1000	false	true
k141_28759	1120	2	ASV486.6	1120	ASV476.8	1120	1000	true	true
k141_28760	1126	1	ASV266.11	1126		0	1000	false	true
k141_28761	1248	2	ASV476.8	1248	ASV486.6	1232	1000	true	true
k141_28770	1170	1	ASV476.8	1170		0	1000	false	true
k141_28773	1018	1	ASV487.10	1018		0	1000	false	true
k141_28777	6207	1	ASV387.0	6207		0	1000	false	true
k141_28778	1945	1	ASV300.8	1945		0	1000	false	true
k141_28784	1655	1	ASV300.8	1655		0	1000	false	true
k141_28788	2182	1	ASV300.8	2182		0	1000	false	true
k141_28790	1682	1	ASV300.8	1682		0	1000	false	true
k141_28791	2377	1	ASV102.10	2377		0	1000	false	true
k141_28792	1862	2	ASV153.8	1862	ASV102.10	1862	1000	true	true
k141_28794	2235	1	ASV507.1	2218		0	1000	false	true
k141_28795	1474	1	ASV300.8	1474		0	1000	false	true
k141_28796	1213	1	ASV300.8	1213		0	1000	false	true
k141_28798	1313	1	ASV300.8	1313		0	1000	false	true
k141_28799	1077	2	ASV507.9	1077	ASV507.11	1062	1000	true	true
k141_2880	1067	1	ASV300.8	1067		0	1000	false	true
k141_28801	2629	1	ASV387.0	2629		0	1000	false	true
k141_28803	1150	2	ASV153.8	1150	ASV102.10	1150	1000	true	true
k141_28807	7380	1	ASV487.10	7380		0	1000	false	true
k141_28808	2728	1	ASV300.8	2728		0	1000	false	true
k141_28809	1441	1	ASV300.8	1441		0	1000	false	true
k141_2882	1671	1	ASV102.10	1671		0	1000	false	true
k141_2884	2048	2	ASV507.3	2048	ASV507.1	2048	1000	true	true
k141_2889	3110	1	ASV300.8	3110		0	1000	false	true
k141_2890	1176	1	ASV266.11	1176		0	1000	false	true
k141_2892	1682	1	ASV300.8	1682		0	1000	false	true
k141_2894	5955	1	ASV387.0	5955		0	1000	false	true
k141_2896	1287	2	ASV426.8	1287	ASV397.3	1287	1000	true	true
k141_2903	1278	1	ASV399.6	1278		0	1000	false	true
k141_2905	1420	1	ASV579.0	1420		0	1000	false	true
k141_2907	3538	2	ASV507.11	3538	ASV507.9	3036	1000	true	true
k141_2908	2464	1	ASV300.8	2464		0	1000	false	true
k141_2915	1365	2	ASV486.6	1365	ASV476.8	1365	1000	true	true
k141_292	5652	2	ASV153.8	5652	ASV102.10	5652	1000	true	true
k141_2923	1045	2	ASV486.6	1045	ASV476.8	1045	1000	true	true
k141_2926	3175	1	ASV102.10	3175		0	1000	false	true
k141_2928	1492	1	ASV476.8	1492		0	1000	false	true
k141_2934	1560	2	ASV102.10	1560	ASV153.8	1547	1000	true	true
k141_2935	1855	1	ASV487.10	1855		0	1000	false	true
k141_2936	1662	2	ASV102.10	1662	ASV153.8	1651	1000	true	true
k141_294	3937	1	ASV387.0	3937		0	1000	false	true
k141_2940	1546	1	ASV300.8	1546		0	1000	false	true
k141_2942	2044	2	ASV153.8	2044	ASV102.10	2044	1000	true	true
k141_2944	3722	1	ASV387.0	3615		0	1000	false	true
k141_2946	2425	1	ASV102.10	2425		0	1000	false	true
k141_2948	2489	1	ASV579.0	2489		0	1000	false	true
k141_295	1867	1	ASV387.0	1867		0	1000	false	true
k141_2951	2022	1	ASV399.6	2022		0	1000	false	true
k141_2953	3914	1	ASV387.0	3914		0	1000	false	true
k141_2954	2489	2	ASV486.6	2489	ASV476.8	2489	1000	true	true
k141_2955	3018	2	ASV102.10	3018	ASV153.8	3008	1000	true	true
k141_2956	1017	2	ASV486.6	1017	ASV476.8	1017	1000	true	true
k141_2957	1188	2	ASV486.6	1188	ASV476.8	1188	1000	true	true
k141_296	1172	1	ASV300.8	1172		0	1000	false	true
k141_2960	1785	1	ASV487.10	1785		0	1000	false	true
k141_2962	1979	2	ASV153.8	1979	ASV102.10	1979	1000	true	true
k141_2965	1195	1	ASV300.8	1195		0	1000	false	true
k141_2967	1592	2	ASV507.3	1592	ASV507.1	1592	1000	true	true
k141_2970	2619	1	ASV300.8	2619		0	1000	false	true
k141_2973	1616	1	ASV399.6	1616		0	1000	false	true
k141_2974	9756	1	ASV387.0	9756		0	1000	false	true
k141_2975	1738	2	ASV476.8	1738	ASV486.6	1714	1000	true	true
k141_2976	1317	2	ASV486.6	1317	ASV476.8	1317	1000	true	true
k141_2978	1427	1	ASV426.8	1427		0	1000	false	true
k141_2986	3435	1	ASV102.10	3435		0	1000	false	true
k141_2987	1270	1	ASV300.2	1270		0	1000	false	true
k141_2990	1099	2	ASV486.6	1099	ASV476.8	1099	1000	true	true
k141_2992	1129	1	ASV300.8	1129		0	1000	false	true
k141_2994	3506	1	ASV387.0	3506		0	1000	false	true
k141_2996	1308	2	ASV476.8	1308	ASV486.6	1293	1000	true	true
k141_2998	5613	1	ASV387.0	5613		0	1000	false	true
k141_300	1379	1	ASV487.10	1379		0	1000	false	true
k141_3009	1868	1	ASV300.8	1868		0	1000	false	true
k141_3010	1510	1	ASV487.10	1510		0	1000	false	true
k141_3016	3543	1	ASV487.10	3543		0	1000	false	true
k141_3023	1541	1	ASV487.10	1541		0	1000	false	true
k141_3025	1697	3	ASV507.1	1697	ASV507.0	1697	1000	true	true
k141_3035	7346	1	ASV487.10	7346		0	1000	false	true
k141_3037	1107	2	ASV507.9	1107	ASV507.11	1107	1000	true	true
k141_3044	1622	1	ASV487.10	1622		0	1000	false	true
k141_3046	1643	2	ASV153.8	1643	ASV102.10	1643	1000	true	true
k141_3049	3407	4	ASV507.0	3373	ASV507.3	3332	1000	true	true
k141_305	1169	2	ASV507.1	1169	ASV507.3	1149	1000	true	true
k141_3050	1052	2	ASV486.6	1052	ASV476.8	1052	1000	true	true
k141_3052	1022	1	ASV300.2	1022		0	1000	false	true
k141_3053	2389	2	ASV486.6	2389	ASV476.8	2389	1000	true	true
k141_3059	5997	1	ASV102.10	5997		0	1000	false	true
k141_3064	1097	2	ASV486.6	1097	ASV476.8	1097	1000	true	true
k141_3065	1561	2	ASV486.6	1561	ASV476.8	1561	1000	true	true
k141_3068	1205	1	ASV300.8	1201		0	1000	false	true
k141_3069	1227	1	ASV300.8	1227		0	1000	false	true
k141_307	2352	1	ASV476.8	2352		0	1000	false	true
k141_3072	1896	1	ASV507.11	1893		0	1000	false	true
k141_3074	2618	1	ASV487.10	2618		0	1000	false	true
k141_3076	4594	1	ASV387.0	4594		0	1000	false	true
k141_3077	1178	2	ASV486.6	1178	ASV476.8	1178	1000	true	true
k141_3079	11122	1	ASV387.0	11122		0	1112	false	true
k141_308	1352	1	ASV579.0	1352		0	1000	false	true
k141_3081	2538	1	ASV387.0	2538		0	1000	false	true
k141_3084	3629	1	ASV487.10	3629		0	1000	false	true
k141_3085	1609	2	ASV153.8	1609	ASV102.10	1609	1000	true	true
k141_3086	3049	2	ASV153.8	3049	ASV102.10	3049	1000	true	true
k141_3093	1037	2	ASV486.6	1037	ASV476.8	1037	1000	true	true
k141_310	1009	1	ASV476.8	1009		0	1000	false	true
k141_3101	1114	1	ASV579.0	1114		0	1000	false	true
k141_311	1185	1	ASV579.0	757		0	1000	false	true
k141_3110	1327	2	ASV486.6	1327	ASV476.8	1327	1000	true	true
k141_3111	6807	1	ASV300.8	6807		0	1000	false	true
k141_3113	6174	1	ASV387.0	6174		0	1000	false	true
k141_3114	1329	1	ASV387.0	1051		0	1000	false	true
k141_3118	2679	1	ASV102.10	2679		0	1000	false	true
k141_312	1613	2	ASV486.6	1613	ASV476.8	1613	1000	true	true
k141_3120	2199	2	ASV486.6	2199	ASV476.8	2199	1000	true	true
k141_3124	1307	1	ASV436.0	1307		0	1000	false	true
k141_3125	1607	1	ASV579.0	1607		0	1000	false	true
k141_3128	4197	1	ASV387.0	4197		0	1000	false	true
k141_3129	5792	1	ASV387.0	5792		0	1000	false	true
k141_3131	1475	2	ASV507.3	1216	ASV507.1	1216	1000	true	true
k141_3139	1781	1	ASV487.10	1781		0	1000	false	true
k141_3146	2047	3	ASV507.0	2046	ASV507.3	1797	1000	true	true
k141_3148	1143	2	ASV102.10	1143	ASV153.8	1109	1000	true	true
k141_315	3253	0		0		0	1000	false	false
k141_3153	1376	2	ASV486.6	1376	ASV476.8	1376	1000	true	true
k141_3154	3277	1	ASV487.10	3277		0	1000	false	true
k141_3157	1662	1	ASV300.8	1662		0	1000	false	true
k141_3158	1032	2	ASV153.8	1032	ASV102.10	1032	1000	true	true
k141_316	3440	1	ASV487.10	3440		0	1000	false	true
k141_3160	1049	2	ASV476.8	1049	ASV486.6	990	1000	false	true
k141_3164	2116	1	ASV102.10	2116		0	1000	false	true
k141_3166	1940	2	ASV153.8	1940	ASV102.10	1940	1000	true	true
k141_3176	1032	2	fASV196.1	729	fASV195.4	631	1000	false	true
k141_3177	1357	2	ASV507.3	1357	ASV507.1	1357	1000	true	true
k141_3178	4041	2	ASV153.8	4041	ASV102.10	4041	1000	true	true
k141_3179	1066	1	ASV266.11	1066		0	1000	false	true
k141_3182	2356	2	ASV153.8	2356	ASV102.10	2356	1000	true	true
k141_3183	3295	1	ASV487.10	3295		0	1000	false	true
k141_3190	1435	1	ASV150.14	1435		0	1000	false	true
k141_3191	1617	1	ASV266.11	1617		0	1000	false	true
k141_3192	1331	2	ASV476.8	1331	ASV486.6	1301	1000	true	true
k141_3193	1065	1	ASV300.8	1065		0	1000	false	true
k141_3196	2732	1	ASV579.0	2732		0	1000	false	true
k141_3198	1154	2	ASV153.8	1154	ASV102.10	1154	1000	true	true
k141_3202	1312	1	ASV150.14	1312		0	1000	false	true
k141_3213	3820	1	ASV387.0	3820		0	1000	false	true
k141_3216	1400	1	ASV579.0	1400		0	1000	false	true
k141_3218	1029	1	ASV507.0	1029		0	1000	false	true
k141_3222	1862	2	ASV507.9	1862	ASV507.11	1862	1000	true	true
k141_3223	4305	1	ASV579.0	4305		0	1000	false	true
k141_3224	3225	1	ASV149.0	3225		0	1000	false	true
k141_3225	1264	5	ASV507.1	792	ASV507.3	784	1000	false	true
k141_3231	1135	1	ASV102.10	1135		0	1000	false	true
k141_3232	3167	2	ASV150.14	3167	ASV102.10	3167	1000	true	true
k141_3235	1867	3	ASV507.3	1867	ASV507.1	1867	1000	true	true
k141_3241	1912	2	ASV153.8	1912	ASV102.10	1912	1000	true	true
k141_3243	2695	1	ASV487.10	2695		0	1000	false	true
k141_3245	1269	1	ASV387.0	1269		0	1000	false	true
k141_3247	3347	2	ASV153.8	3347	ASV102.10	3347	1000	true	true
k141_3249	1177	2	ASV486.6	1177	ASV476.8	1177	1000	true	true
k141_3253	3529	2	ASV102.10	2706	ASV153.8	1401	1000	true	true
k141_3255	10658	1	ASV487.10	10658		0	1065	false	true
k141_3259	1360	1	ASV426.8	1360		0	1000	false	true
k141_326	3491	1	ASV300.8	3491		0	1000	false	true
k141_3261	1557	2	ASV153.8	1557	ASV102.10	1557	1000	true	true
k141_3262	1363	2	ASV486.6	1363	ASV476.8	1363	1000	true	true
k141_3264	1701	2	ASV153.8	1701	ASV102.10	1701	1000	true	true
k141_3266	1213	2	ASV476.8	1213	ASV486.6	1210	1000	true	true
k141_3270	1581	2	ASV486.6	1581	ASV476.8	1576	1000	true	true
k141_3275	3117	2	ASV102.10	3117	ASV153.8	2914	1000	true	true
k141_3276	2189	1	ASV102.10	2189		0	1000	false	true
k141_328	1021	2	ASV486.6	1021	ASV476.8	1021	1000	true	true
k141_3280	1024	2	ASV476.8	1024	ASV486.6	1007	1000	true	true
k141_3282	1368	2	ASV153.8	1368	ASV102.10	1368	1000	true	true
k141_3283	1423	1	ASV300.8	1423		0	1000	false	true
k141_3288	1258	1	ASV406.4	1258		0	1000	false	true
k141_3289	1526	1	ASV300.8	1526		0	1000	false	true
k141_329	1019	1	ASV387.0	1019		0	1000	false	true
k141_3291	1171	2	ASV476.8	1171	ASV486.6	1155	1000	true	true
k141_3293	1140	1	ASV426.8	1140		0	1000	false	true
k141_3295	1076	1	ASV266.11	1076		0	1000	false	true
k141_330	1890	1	ASV579.0	1890		0	1000	false	true
k141_3306	1199	2	ASV153.8	1199	ASV102.10	1199	1000	true	true
k141_3309	63338	1	ASV149.0	63338		0	6333	false	true
k141_3310	2714	1	ASV507.11	2713		0	1000	false	true
k141_3311	1058	2	ASV153.8	1058	ASV102.10	1058	1000	true	true
k141_3313	2559	2	ASV486.6	2559	ASV476.8	2559	1000	true	true
k141_3316	11544	1	pASV42	11544		0	1154	false	true
k141_332	4695	1	ASV487.10	4695		0	1000	false	true
k141_3322	1222	1	ASV300.8	1222		0	1000	false	true
k141_3325	1717	2	ASV507.11	1700	ASV507.9	1490	1000	true	true
k141_3327	2346	1	ASV507.11	2346		0	1000	false	true
k141_333	1424	2	ASV102.10	1424	ASV153.8	1421	1000	true	true
k141_3333	3788	1	ASV300.8	3788		0	1000	false	true
k141_3339	1081	1	ASV406.4	1081		0	1000	false	true
k141_3340	1999	2	ASV507.9	1999	ASV507.11	1999	1000	true	true
k141_3341	1206	1	ASV436.0	1206		0	1000	false	true
k141_3346	1091	1	ASV507.1	1091		0	1000	false	true
k141_3347	4671	1	ASV487.10	4671		0	1000	false	true
k141_3348	2365	1	ASV579.0	2365		0	1000	false	true
k141_3350	1029	1	ASV507.1	1029		0	1000	false	true
k141_3352	5682	1	ASV487.10	5682		0	1000	false	true
k141_3356	1048	1	ASV399.6	1048		0	1000	false	true
k141_3357	2180	2	ASV507.11	2180	ASV507.9	2086	1000	true	true
k141_3359	3733	1	ASV102.10	3733		0	1000	false	true
k141_3362	2546	2	ASV486.6	2546	ASV476.8	2546	1000	true	true
k141_3364	3135	1	ASV487.10	3135		0	1000	false	true
k141_3365	1297	1	ASV102.10	1297		0	1000	false	true
k141_3369	6566	1	ASV387.0	6566		0	1000	false	true
k141_3371	2241	2	ASV102.10	2241	ASV153.8	2213	1000	true	true
k141_3372	1555	2	ASV153.8	1555	ASV102.10	1555	1000	true	true
k141_3377	1063	1	ASV436.0	1063		0	1000	false	true
k141_338	1570	1	ASV300.8	1570		0	1000	false	true
k141_3389	2177	1	ASV102.10	2177		0	1000	false	true
k141_339	1140	1	ASV300.2	1016		0	1000	false	true
k141_3400	1241	1	ASV102.10	1241		0	1000	false	true
k141_3404	1005	1	ASV579.0	1005		0	1000	false	true
k141_3405	1869	2	ASV153.8	1869	ASV102.10	1869	1000	true	true
k141_3407	1954	2	ASV153.8	1954	ASV102.10	1954	1000	true	true
k141_3408	1195	2	ASV153.8	1195	ASV102.10	1195	1000	true	true
k141_3409	2094	2	ASV486.6	2094	ASV476.8	2094	1000	true	true
k141_3411	1245	1	ASV300.8	1245		0	1000	false	true
k141_3414	2677	2	ASV153.8	2677	ASV102.10	2677	1000	true	true
k141_3416	1033	1	ASV406.4	1033		0	1000	false	true
k141_3419	3468	1	ASV102.10	3468		0	1000	false	true
k141_3421	1290	1	ASV300.8	1290		0	1000	false	true
k141_3423	1148	2	ASV153.8	1148	ASV102.10	1148	1000	true	true
k141_3439	1565	1	ASV487.10	1565		0	1000	false	true
k141_344	1173	1	ASV300.8	1173		0	1000	false	true
k141_3444	1438	1	ASV487.10	1438		0	1000	false	true
k141_3445	1839	2	ASV153.8	1839	ASV102.10	1839	1000	true	true
k141_3446	2965	1	ASV102.10	2965		0	1000	false	true
k141_3447	1097	1	ASV579.0	1097		0	1000	false	true
k141_345	2676	2	ASV507.11	2366	ASV507.9	2172	1000	true	true
k141_3450	1437	1	ASV507.11	1437		0	1000	false	true
k141_3453	1034	1	ASV579.0	1034		0	1000	false	true
k141_3458	1233	2	ASV153.8	1233	ASV102.10	1233	1000	true	true
k141_3459	1102	2	ASV486.6	1102	ASV476.8	1102	1000	true	true
k141_346	2524	1	ASV387.0	2524		0	1000	false	true
k141_3462	1661	1	ASV150.14	1043		0	1000	false	true
k141_3464	1244	2	ASV486.6	1244	ASV476.8	1244	1000	true	true
k141_3466	1711	1	ASV507.11	1711		0	1000	false	true
k141_3468	1606	2	ASV153.8	1606	ASV102.10	1606	1000	true	true
k141_3469	1195	1	ASV507.11	1195		0	1000	false	true
k141_347	1044	1	ASV507.9	1044		0	1000	false	true
k141_3470	1684	1	ASV487.10	1684		0	1000	false	true
k141_3471	1556	1	ASV406.4	1556		0	1000	false	true
k141_3473	1279	1	ASV399.6	1279		0	1000	false	true
k141_3474	1048	3	vASV57.0	1048	hvASV35.2	988	1000	false	true
k141_3479	1365	2	ASV507.9	1365	ASV507.11	1365	1000	true	true
k141_3481	1952	2	ASV507.3	1941	ASV507.1	1941	1000	true	true
k141_3482	2169	1	ASV102.10	2169		0	1000	false	true
k141_3483	1592	2	ASV102.10	1592	ASV153.8	1585	1000	true	true
k141_3485	7910	1	ASV387.0	7910		0	1000	false	true
k141_3486	1106	1	ASV406.4	1106		0	1000	false	true
k141_3492	1054	2	ASV102.10	1054	ASV153.8	1052	1000	true	true
k141_3493	1062	1	ASV579.0	1062		0	1000	false	true
k141_35	1156	1	ASV102.10	1156		0	1000	false	true
k141_3505	2896	1	ASV102.10	2896		0	1000	false	true
k141_3507	2780	1	ASV300.8	2780		0	1000	false	true
k141_3508	1095	1	ASV476.8	1095		0	1000	false	true
k141_351	1195	1	ASV507.0	1138		0	1000	false	true
k141_3518	1509	1	ASV579.0	1509		0	1000	false	true
k141_352	2231	1	ASV507.1	2006		0	1000	false	true
k141_3520	3791	1	ASV487.10	3791		0	1000	false	true
k141_3522	2058	1	ASV487.10	2058		0	1000	false	true
k141_3523	1233	1	ASV487.10	1233		0	1000	false	true
k141_3526	1965	1	ASV102.10	1965		0	1000	false	true
k141_3536	4611	2	ASV507.9	4611	ASV507.11	4602	1000	true	true
k141_3538	2486	2	ASV153.8	2486	ASV102.10	2486	1000	true	true
k141_3539	1273	2	ASV102.10	1273	ASV153.8	1265	1000	true	true
k141_354	5544	1	ASV387.0	5544		0	1000	false	true
k141_3545	2692	1	ASV487.10	2692		0	1000	false	true
k141_3548	1037	2	ASV150.14	1037	ASV102.10	1037	1000	true	true
k141_3549	3203	1	ASV487.10	3203		0	1000	false	true
k141_3550	2182	1	ASV406.4	1386		0	1000	false	true
k141_3551	1013	1	ASV551.0	1013		0	1000	false	true
k141_3553	3184	2	ASV102.10	3184	ASV153.8	3176	1000	true	true
k141_3554	1064	1	ASV399.6	1064		0	1000	false	true
k141_3556	3961	1	ASV300.8	3151		0	1000	false	true
k141_3559	1410	1	ASV300.8	1410		0	1000	false	true
k141_356	7575	1	ASV487.10	7575		0	1000	false	true
k141_3560	1383	2	ASV476.8	1383	ASV486.6	1361	1000	true	true
k141_3561	1153	2	ASV507.1	1150	ASV507.3	1137	1000	true	true
k141_3567	1021	1	ASV387.0	1021		0	1000	false	true
k141_357	2404	1	ASV300.8	2404		0	1000	false	true
k141_3570	1309	2	ASV507.9	1309	ASV507.11	1309	1000	true	true
k141_3572	1331	1	ASV487.10	1331		0	1000	false	true
k141_3577	1067	2	ASV102.10	1067	ASV153.8	732	1000	false	true
k141_358	1753	1	ASV387.0	1753		0	1000	false	true
k141_3585	1052	1	ASV300.2	1052		0	1000	false	true
k141_3586	1707	1	ASV300.8	1707		0	1000	false	true
k141_359	1472	1	ASV487.10	1472		0	1000	false	true
k141_3590	2427	1	ASV387.0	2427		0	1000	false	true
k141_3593	1459	1	ASV102.10	1459		0	1000	false	true
k141_3600	1197	1	ASV507.1	1197		0	1000	false	true
k141_3610	1235	2	ASV507.9	1235	ASV507.11	1235	1000	true	true
k141_3611	1321	1	ASV579.0	1321		0	1000	false	true
k141_3616	7838	1	ASV387.0	7838		0	1000	false	true
k141_3617	5698	1	ASV387.0	5698		0	1000	false	true
k141_3620	1167	2	ASV486.6	1167	ASV476.8	1167	1000	true	true
k141_3622	1045	2	ASV507.11	1045	ASV507.9	1037	1000	true	true
k141_3625	1417	2	ASV486.6	1417	ASV476.8	1417	1000	true	true
k141_3627	1543	2	ASV507.11	1543	ASV507.9	1460	1000	true	true
k141_3629	1534	2	ASV153.8	1534	ASV102.10	1534	1000	true	true
k141_3634	2234	2	ASV486.6	2234	ASV476.8	2234	1000	true	true
k141_3645	1920	1	ASV300.8	1920		0	1000	false	true
k141_365	1299	2	ASV507.9	1299	ASV507.11	1299	1000	true	true
k141_3658	1136	1	ASV406.4	1136		0	1000	false	true
k141_3662	1000	1	ASV507.9	987		0	1000	false	true
k141_3670	3503	1	ASV487.10	3503		0	1000	false	true
k141_3671	1610	1	ASV579.0	1610		0	1000	false	true
k141_3672	2317	1	ASV406.4	2313		0	1000	false	true
k141_3674	1949	1	ASV507.9	1949		0	1000	false	true
k141_3675	1796	2	ASV102.10	1796	ASV153.8	1793	1000	true	true
k141_3677	3889	1	ASV487.10	3889		0	1000	false	true
k141_3678	3753	1	ASV487.10	3753		0	1000	false	true
k141_3679	2434	2	ASV507.9	2434	ASV507.11	2434	1000	true	true
k141_3684	1591	4	ASV507.0	1591	ASV507.3	1460	1000	true	true
k141_3685	1770	1	ASV102.10	1770		0	1000	false	true
k141_3690	3657	2	ASV153.8	3657	ASV102.10	3657	1000	true	true
k141_3692	1539	2	ASV486.6	1539	ASV476.8	1539	1000	true	true
k141_3696	1098	1	ASV406.4	1098		0	1000	false	true
k141_3699	1293	2	ASV507.9	1293	ASV507.11	1292	1000	true	true
k141_3701	2194	1	ASV487.10	2194		0	1000	false	true
k141_3702	2046	1	ASV487.10	2046		0	1000	false	true
k141_3706	1158	1	ASV102.10	1158		0	1000	false	true
k141_3707	1282	3	hvASV28.8	1126	vASV86.0	1121	1000	true	true
k141_3708	1232	2	ASV476.8	1232	ASV486.6	1217	1000	true	true
k141_3709	1704	1	ASV487.10	1704		0	1000	false	true
k141_3710	1205	1	ASV551.0	1205		0	1000	false	true
k141_3711	1139	2	ASV150.14	1139	ASV102.10	1139	1000	true	true
k141_3713	1093	1	ASV399.6	1093		0	1000	false	true
k141_3716	1535	1	ASV102.10	1535		0	1000	false	true
k141_372	1048	2	ASV507.11	1036	ASV507.9	915	1000	false	true
k141_3725	2269	1	ASV300.8	2269		0	1000	false	true
k141_3726	3249	2	ASV153.8	3249	ASV102.10	3249	1000	true	true
k141_3732	2192	2	ASV153.8	2192	ASV102.10	2192	1000	true	true
k141_3736	1597	1	ASV387.0	1483		0	1000	false	true
k141_3738	2785	2	ASV507.9	2785	ASV507.11	2785	1000	true	true
k141_3739	3226	2	ASV153.8	3226	ASV102.10	3226	1000	true	true
k141_3745	2841	1	ASV387.0	2823		0	1000	false	true
k141_3747	1004	1	ASV426.8	1004		0	1000	false	true
k141_3748	1446	1	ASV579.0	1446		0	1000	false	true
k141_375	3379	1	ASV487.10	3379		0	1000	false	true
k141_3753	1220	1	ASV266.11	1220		0	1000	false	true
k141_3756	1082	1	ASV476.8	1082		0	1000	false	true
k141_3760	1357	1	ASV579.0	1357		0	1000	false	true
k141_3761	1397	2	ASV153.8	1397	ASV102.10	1397	1000	true	true
k141_3763	1103	2	ASV476.8	1103	ASV486.6	1080	1000	true	true
k141_3764	1708	2	ASV507.11	1708	ASV507.9	1689	1000	true	true
k141_3765	1094	2	ASV476.8	1094	ASV486.6	1075	1000	true	true
k141_3769	1164	1	ASV300.8	1164		0	1000	false	true
k141_3771	1217	1	ASV426.8	1217		0	1000	false	true
k141_3776	2506	5	ASV507.0	2474	ASV507.1	2375	1000	true	true
k141_3778	2141	2	ASV486.6	2141	ASV476.8	2141	1000	true	true
k141_3781	2552	2	ASV153.8	2552	ASV102.10	2552	1000	true	true
k141_3783	3878	1	ASV102.10	3878		0	1000	false	true
k141_3784	1016	2	ASV102.10	1016	ASV153.8	1005	1000	true	true
k141_3786	1059	2	ASV486.6	1059	ASV476.8	1059	1000	true	true
k141_3788	1936	2	ASV476.8	1936	ASV486.6	1918	1000	true	true
k141_379	1182	2	ASV486.6	1182	ASV476.8	1182	1000	true	true
k141_3794	2646	1	ASV102.10	2646		0	1000	false	true
k141_3798	1860	2	ASV102.10	1860	ASV153.8	1833	1000	true	true
k141_3804	2550	1	ASV102.10	2550		0	1000	false	true
k141_3805	1271	1	ASV507.1	1271		0	1000	false	true
k141_3806	2503	2	ASV153.8	2503	ASV102.10	2503	1000	true	true
